,Date,Tweets
103,2019-02-11 05:18:25,"On my way back home from 5 days in Tasmania. Relaxing in the lounge. Hobart's Qantas Club lounge is pretty small, but free beer is free beer.  #Tasmania #Qantas"
104,2019-02-11 02:57:40,"#Repost @erwinpsanchez •  •  •  •  • Qantas Slow motion, under the belly of the beast kangaroo  Australia 🇦🇺  .  . . . . . . . @halkamar  @halkamar  #Qantas #qf #qfa #slowmotion #slow… https://t.co/Pr5POMJmm6"
105,2019-02-11 01:39:55,"Good morning everyone! Let's start the week off with the latest Helloworld Travel, Sunday Times Escape Magazine deals from the weekend! #VisitBritain #RockyMountaineer #Canada #Travelmarvel #Europe #Intercontinental #HaymanIsland #Qantas #rivercruise #travel #HelloworldTravel https://t.co/lzIWgT39Sn"
106,2019-02-11 00:45:00,#Longreach #qantas #jumbojet #747 @qantas boeing @ Sydney International Terminal - Departures. https://t.co/mYaoda2lXu
107,2019-02-11 00:07:27,10 hours of travel and I’m still in same country #travellingsalesman #qantas #xeroroashow2019 #tech @Now_Infinity https://t.co/faV1Klih3Q
108,2019-02-10 23:25:12,Ultimate flight nearer as #Qantas refines plan for London direct https://t.co/GEPkBrGUSB https://t.co/8DC8fV5BPL
109,2019-02-10 23:12:25,Sorry @Qantas but I won't be spending over $2500 and travelling Premium Economy to Tokyo again with you on 747 as your cabin is VERY dated and worn out. Here is just 1 photos of seat in front of me. Even the toilet seat paint was rubbing off! #qantas fail https://t.co/c6yXRJlddy
110,2019-02-10 23:11:58,"Is it just me, or do Qantas points feel like hyperinflation currency #qantas #hyperinflation"
111,2019-02-10 22:36:42,It’s safe to say booking a plane ticket through the #Qantas website is a much better experience than via the #VirginAustralia website which made me 🤯🤬
112,2019-02-10 22:35:46,@Qantas #qantas what’s the deal with hitting up customers that have hand luggage a couple of hundred grams overweight while letting people through with 4 and 5 pieces of hand luggage clearly overweight?????  Rude service #qantasbadservice AGAIN
113,2019-02-10 22:35:35,@Qantas @South #qantas what’s the deal with hitting up customers that have hand luggage a couple of hundred grams overweight while letting people through with 4 and 5 pieces of hand luggage clearly overweight?????  Rude service #qantasbadservice AGAIN
114,2019-02-10 22:35:30,@Qantas @Boeing #qantas what’s the deal with hitting up customers that have hand luggage a couple of hundred grams overweight while letting people through with 4 and 5 pieces of hand luggage clearly overweight?????  Rude service #qantasbadservice AGAIN
115,2019-02-10 22:35:23,@Qantas #qantas what’s the deal with hitting up customers that have hand luggage a couple of hundred grams overweight while letting people through with 4 and 5 pieces of hand luggage clearly overweight?????  Rude service #qantasbadservice AGAIN
116,2019-02-10 22:35:00,@Qantas #qantas what’s the deal with hitting up customers that have hand luggage a couple of hundred grams overweight while letting people through with 4 and 5 pieces of hand luggage clearly overweight?????  Rude service #qantasbadservice AGAIN
117,2019-02-10 22:20:05,#qantas what’s the deal with hitting up customers that have hand luggage a couple of hundred grams overweight while letting people through with 4 and 5 pieces of hand luggage clearly overweight?????  Rude service #qantasbadservice AGAIN
118,2019-02-10 21:59:52,I recommend always fly Singapore Airlines or Cathay Pacific as they want you to be comfortable! #qantas #jetstar @qantas @jetsarairways UPDATE: Airlines that allow kids https://t.co/217EbAqIDL via @babyology
119,2019-02-10 21:54:08,It's ridiculous! #qantas and #jetstar make travel so unbearable by not allowing anyone inflatable footrests. It's an absolute joke! Would definitely choose the other carriers over them now. @qantas @jetstarairways https://t.co/RkQ7PsOVfD
120,2019-02-10 18:43:17,@DaveWallsworth @HeathrowAirport @British_Airways And take a look at the #flying #kangaroo behind you. #Qantas an airline that is a lot older than #britishairways No matter what anybody says I won’t be convinced 😄
121,2019-02-10 18:30:01,@MaxK_J @BoeingAirplanes Ahhh memories.... my first trip ever leaving the shores of #Australia (1986) was on a #Qantas #747sp.  It was packed with 120 #EXCHANGE students bound for the #USA for a year. They were the days you could still visit the #cockpit I still have the Qantas hand towel they gave out😀
122,2019-02-10 16:15:17,Passengers evacuated as #engines overheating on #Qantas plane diverted to Cairns #Wigner - pax originally told ac prob  #WignerResearchGroup  https://t.co/klvJDFCZkM @MailOnline
123,2019-02-10 12:34:28,"Hey, want to earn 150 #Qantas #Points for being #Active? Use my #invite #link to #download the Qantas #Wellbeing #App. #Complete your #first #challenge - and the points are yours! #Fitness #Health #HealthyLiving #HealthAndFitness #HealthAndWellness  https://t.co/0yMeQh5UDr"
124,2019-02-10 11:45:23,The little Boeing that DEFINITELY could....and does! https://t.co/IFwHQ5J8Kp #boeing717 #qantas
125,2019-02-10 11:00:14,#BREAKING Passengers on board #QANTAS flight QF58 from #PortMoresby to #Brisbane have been  evacuated via slides after it was diverted to #Cairns due to overheating @SkyNewsAust
